wall_time,sim_time,teleop_active,ros_fresh,clutch_id,omy_relative_rotation_deg,fr3_command_cumulative_rotation_deg,fr3_target_cumulative_rotation_deg,command_target_rotation_gap_deg,position_error_mm,orientation_error_deg,target_linear_speed_mps,target_angular_speed_radps,raw_max_qdot_radps,cmd_max_qdot_radps,qdot_saturated,jacobian_condition,max_q_command_error_rad,deadline_misses
9301.385136336,6.690000000000569,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00582905062464626,12
9301.403420027,6.700000000000572,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050625096773,13
9301.413449969,6.7100000000005755,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050625535414,13
9301.424739857,6.720000000000579,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050625962499,16
9301.433391014,6.730000000000582,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050626378332,18
9301.443673644,6.7400000000005855,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050626783206,18
9301.453523151,6.750000000000589,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050627177406,18
9301.472251643,6.760000000000592,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050627561217,20
9301.482406864,6.7700000000005955,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050627934911,21
9301.492411655,6.780000000000599,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0058290506282987565,25
9301.502227416,6.790000000000602,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050628653012,25
9301.512257166,6.800000000000606,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0058290506289979315,25
9301.522314139,6.810000000000609,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050629333761,26
9301.532191785,6.820000000000612,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050629660738,29
9301.542251691,6.830000000000616,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050629979098,30
9301.552262156,6.840000000000619,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050630289066,31
9301.561985845,6.850000000000622,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0058290506305908665,37
9301.572414387,6.860000000000626,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050630884712,39
9301.582532183,6.870000000000629,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050631170812,40
9301.5942051,6.880000000000632,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050631449372,43
9301.6025254,6.890000000000636,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050631720589,46
9301.61232327,6.900000000000639,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050631984659,47
9301.622208865,6.910000000000642,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050632241768,48
9301.632171442,6.920000000000646,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050632492102,54
9301.642195413,6.930000000000649,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050632735837,55
9301.652199155,6.940000000000652,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050632973148,55
9301.662031974,6.950000000000656,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050633204205,58
9301.672127947,6.960000000000659,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0058290506334291725,59
9301.682386137,6.970000000000662,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050633648212,60
9301.692142294,6.980000000000666,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050633861476,61
9301.702100671,6.990000000000669,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050634069119,64
9301.71248787,7.000000000000672,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0058290506342712906,67
9301.7223547,7.010000000000676,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050634468134,68
9301.732382263,7.020000000000679,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050634659789,74
9301.742393432,7.030000000000682,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050634846391,75
9301.752334897,7.040000000000686,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050635028077,77
9301.765330489,7.050000000000689,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050635204973,81
9301.77210141,7.060000000000692,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050635377207,85
9301.782134716,7.070000000000696,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050635544902,86
9301.792120587,7.080000000000699,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0058290506357081785,87
9301.802170161,7.090000000000702,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050635867149,91
9301.812240065,7.100000000000706,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00582905063602193,92
9301.822184089,7.110000000000709,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050636172633,92
9301.833936295,7.120000000000712,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050636319364,96
9301.842277611,7.130000000000716,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050636462229,98
9301.852067006,7.140000000000719,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050636601327,98
9301.862220954,7.1500000000007224,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050636736758,98
9301.872126618,7.160000000000726,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00582905063686862,102
9301.882345838,7.170000000000729,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050636997008,102
9301.892388784,7.1800000000007325,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00582905063712201,103
9301.902262111,7.190000000000736,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050637243718,108
9301.912125518,7.200000000000739,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00582905063736222,108
9301.922394856,7.2100000000007425,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050637477599,108
9301.935421829,7.220000000000746,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.005829050637589935,110
9301.942336977,7.230000000000749,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00582905063769931,114
